"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31003668020000","Allegany","Joyce, Christine M.","66802","00","00","OD","Fulmer Valley","NR","Clark 8","Andover","Fulmer Valley","0","0","0","0","2015"
"31029138800000","Erie","Field Service, Inc.","13880","00","00","GD","Akron","AC","Vanice 1","Newstead","Medina","12","100","0","0","2015"
"31013248620000","Chautauqua","U S Energy Development Corp.","24862","00","00","GD","Lakeshore","AC","Green Highlands 6     ","Charlotte","Medina","6","438","0","0","2015"
"31121172430000","Wyoming","United States Gypsum Co.","17243","00","00","GD","Danley Corners","AC","Wawrzyniak 1","Bennington","Medina","12","961","6","0","2015"
"31101215920000","Steuben","Chesapeake Appalachia, L.L.C.","21592","00","00","GW","Glodes Corners Road","SI","Gray 21625","Pulteney","Black River","11","894","0","0","2015"
"31003679780000","Allegany","Sturdevant, Walter B.","67978","00","00","IW","Richburg","NR","J&R Oil Lot 8 w44","Bolivar","Richburg","0","0","0","0","2015"
"31009636110000","Cattaraugus","Estate of Thomas G. Louser","63611","00","00","OD","Bradford","AC","3","Allegany","Chipmunk","0","0","0","0","2015"
"31009250840000","Cattaraugus","Copper Ridge Oil, Inc.","25084","00","00","OD","Bradford","AC","Weis 63     ","Olean","Bradford Third","11","1","4","88","2015"
"31003664930000","Allegany","Burdick, Jeffery H","66493","00","00","OD","Fulmer Valley","AC","Ackerman 12","Andover","Fulmer Valley","4","1","2","16","2015"
"31009222700000","Cattaraugus","Empire Energy E&P LLC","22270","00","00","GD","Lakeshore","AC","Swartzentruber, J 1","Leon","Medina","12","1281","0","0","2015"
"31003249650000","Allegany","Otis Eastern Service, Inc.","24965","00","00","OD","Fulmer Valley","AC","C. V. Clark 1     ","Andover","Fulmer Valley","12","407","21","55","2015"
"31029220490000","Erie","U S Energy Development Corp.","22049","00","00","GD","Concord","AC","Horschel 1","Concord","Medina","10","1482","50","0","2015"
"31009280570000","Cattaraugus","Snyder Brothers, Inc.","28057","00","00","OD","Four Mile","AC","Russell 2     ","Allegany","Chipmunk & Bradford 3rd","12","0","5","139","2015"
"31029244510000","Erie","U S Energy Development Corp.","24451","00","00","GD","North Collins","AC","Johnson Unit 3     ","Collins","Medina","8","1379","45","0","2015"
"31011136550000","Cayuga","OI. Auburn, Inc.","13655","00","00","GE","West Auburn","AC","Bench G & L A-119-6","Aurelius","Queenston","12","1017","0","0","2015"
"31013240610000","Chautauqua","Chautauqua Energy Drilling, Inc.","24061","00","00","GD","Lakeshore","AC","Johnson 2     ","Kiantone","Medina","12","2244","0","0","2015"
"31003657050000","Allegany","Pine Oil Co.","65705","00","00","IW","Richburg","IN","Pine Oil 118","Genesee","Richburg","0","0","0","0","2015"
"31013227360000","Chautauqua","EnerVest Operating, LLC","22736","00","00","GD","Lakeshore","AC","Clark B.M. 2","Kiantone","Medina","12","2566","0","0","2015"
"31029119750000","Erie","PPP Future Development, Inc.","11975","00","00","GD","Concord","AC","Clark N1499","Concord","Medina","6","230","0","0","2015"
"31013163210000","Chautauqua","Empire Energy E&P LLC","16321","00","00","GD","Lakeshore","AC","NYSRA 3-10","Chautauqua","Medina","10","264","10","0","2015"
"31013180840000","Chautauqua","U S Energy Development Corp.","18084","00","00","GD","Lakeshore","AC","Caruso 1 (1571)","Harmony","Medina","9","2132","0","0","2015"
"31037194550000","Genesee","United States Gypsum Co.","19455","00","00","GD","Indian Falls","AC","Phelps, P. 1","Pembroke","Medina","12","751","4","0","2015"
"31003698560000","Allegany","Ashe Oil Company","69856","00","00","OD","Richburg","AC","Central 54     ","Scio","Richburg","6","0","8","18","2015"
"31009277450000","Cattaraugus","U S Energy Development Corp.","27745","00","00","GD","Lakeshore","AC","Sprague 6     ","Perrysburg","Medina","12","2422","97","0","2015"
"31013120440000","Chautauqua","Decker, James K. & Tiffany J.","12044","00","00","OD","Busti","AC","Boswell","Busti","Glade","12","1","0","2","2015"
"31029222810000","Erie","Empire Energy E&P LLC","22281","00","00","GD","Elma","AC","Langendorfer D 1","Elma","Grimsby","12","2017","0","0","2015"
"31009685020000","Cattaraugus","Armstrong Gas Company, LLC","68502","00","00","OD","Bradford","IN","Enright & Barry 13","Carrollton","Bradford","0","0","0","0","2015"
"31037213100000","Genesee","United States Gypsum Co.","21310","00","00","GD","Alden-Lancaster","AC","Miller, P. 3","Pembroke","Medina","12","2267","7","0","2015"
"31013200480000","Chautauqua","REI-NY, LLC","20048","00","00","GD","Lakeshore","AC","Prince 1","Gerry","Medina","12","1041","95","0","2015"
"31013130880000","Chautauqua","Empire Energy E&P LLC","13088","00","00","GD","Lakeshore","AC","Ellis 2","Ripley","Medina","12","821","0","0","2015"
"31013180630000","Chautauqua","Empire Energy E&P LLC","18063","00","00","GD","Lakeshore","AC","Gehr 709","Mina","Medina","11","707","0","0","2015"
"31003662540000","Allegany","Saint John Exploration & Production, Inc.","66254","00","00","OD","Corbin Hill","IN","Middaugh 4","Amity","Richburg","0","0","0","0","2015"
"31009190150000","Cattaraugus","Winger, Philip G. & Diane E.","19015","00","00","OD","Chipmunk","AC","Winger 2","Carrollton","Chipmunk","12","1","13","11","2015"
"31013209310000","Chautauqua","Rapp, Brian R. and Judith E.","20931","00","00","GD","Lakeshore","AC","Rapp 1","Stockton","Medina","12","1","0","0","2015"
"31013257820001","Chautauqua","U S Energy Development Corp.","25782","00","01","GD","Lakeshore","AC","Pumford 1     ","Ellicott","Medina","12","10566","0","0","2015"
"31013209810000","Chautauqua","Shelex Drilling, Inc.","20981","00","00","GD","Lakeshore","AC","Alt, E 6795","Arkwright","Medina","7","126","0","0","2015"
"31003608880000","Allegany","Plants and Goodwin, Inc.","60888","00","00","OD","Richburg","PA","Green 260","Bolivar","Richburg","0","0","0","0","2015"
"31003678120000","Allegany","Iron Dinosaur Oil","67812","00","00","OD","Browning","IN","Browning fo6","Scio","Scio","0","0","0","0","2015"
"31003680220000","Allegany","Sturdevant, Walter B.","68022","00","00","OD","Richburg","NR","J&R Oil Lot 8 128","Bolivar","Richburg","0","0","0","0","2015"
"31013136300000","Chautauqua","Empire Energy E&P LLC","13630","00","00","GD","Lakeshore","AC","Dorman, G 3 (1373)","Pomfret","Medina","12","776","0","0","2015"
"31013255740000","Chautauqua","EnerVest Operating, LLC","25574","00","00","GD","Lakeshore","AC","Lepley 1     ","Busti","Medina","12","3534","53","0","2015"
"31013250480000","Chautauqua","Chautauqua Energy Drilling, Inc.","25048","00","00","GD","Lakeshore","AC","Youngberg 1     ","Carroll","Medina","12","6571","0","0","2015"
"31029044400000","Erie","Empire Energy E&P LLC","04440","00","00","GD","Sardinia","AC","Lascala 1244 (IGC 2075)","Sardinia","Medina","12","550","0","0","2015"
"31009163390000","Cattaraugus","Di Cerbo, Nicholas A.","16339","00","00","OD","Four Mile","AC","Dicerbo","Olean","Bradford","8","1","4","61","2015"
"31013113040000","Chautauqua","Empire Energy E&P LLC","11304","00","00","GD","Lakeshore","IN","Chadwick 282","Chautauqua","Medina","1","11","0","0","2015"
"31009280790000","Cattaraugus","Vertical Energy, Inc.","28079","00","00","OD","Four Mile","AC","Mallery MLY 21     ","Olean","Bradford & Chipmunk","12","0","30","175","2015"
"31009241620000","Cattaraugus","SWEPI LP","24162","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-71     ","Allegany","Upper Devonian","12","708","38","190","2015"
"31009300370000","Cattaraugus","McCracken Oil & Gas, LLC","30037","00","00","OD","Bradford","AC","Lot 39 #11","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","92","324","634","2015"
"31029200570000","Erie","Schreiber, Donald & Marilyn","20057","00","00","GD","Brant-Eden","AC","Schreiber D 1","Eden","Grimsby","12","1","0","0","2015"
"31009219340000","Cattaraugus","Empire Energy E&P LLC","21934","00","00","GD","Lakeshore","AC","Miller 1241","Leon","Medina","12","1307","0","0","2015"
"31009661660000","Cattaraugus","McCracken Oil & Gas, LLC","66166","00","00","OD","Bradford","IN","Wasson 41 0-11","Allegany","Bradford","0","0","0","0","2015"
"31029256480000","Erie","U S Energy Development Corp.","25648","00","00","GD","North Collins","AC","North Collins Tree Farm Unit 1     ","North Collins","Medina","12","2826","0","0","2015"
"31003639280000","Allegany","Saint John Exploration & Production, Inc.","63928","00","00","OD","Richburg","IN","Trio Farm 116","Bolivar","Richburg","0","0","0","0","2015"
"31029191040000","Erie","Stedman Energy, Inc.","19104","00","00","GD","Brant-Eden","AC","Henry R. Weller Etux 1","Brant","Grimsby","8","733","50","0","2015"
"31003666180000","Allegany","Dust Bowl Oil Company, Inc.","66618","00","00","OD","Richburg","IN","Jacob Jordan Farm 32","Wirt","Richburg","0","0","0","0","2015"
"31013113170000","Chautauqua","Curtis & Son Oil, Inc.","11317","00","00","OD","Busti","AC","Hanstrom 8","Busti","Glade","12","2","1","1","2015"
"31037195260000","Genesee","United States Gypsum Co.","19526","00","00","GD","Bethany","AC","Smith 1 (6432)","Bethany","Medina","1","214","26","0","2015"
"31011042410000","Cayuga","Minard Run Oil Co.","04241","00","00","GD","West Auburn","AC","Burtless 1 (791-1)","Aurelius","Queenston","12","1474","0","0","2015"
"31013190370000","Chautauqua","Kastle Resources Enterprises, Inc.","19037","00","00","GD","Lakeshore","AC","Rhinehart 3","Ellington","Medina","0","0","0","0","2015"
"31013111570000","Chautauqua","Vertical Energy, Inc.","11157","00","00","OD","Busti","AC","Crandall 1-4","Busti","Glade","12","1","2","10","2015"
"31009224330000","Cattaraugus","Empire Energy E&P LLC","22433","00","00","GD","Lakeshore","AC","Moffit 1","Leon","Medina","12","1725","0","0","2015"
"31009259590000","Cattaraugus","McCracken Oil & Gas, LLC","25959","00","00","OD","Bradford","AC","Woodard 1     ","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","144","9","238","2015"
"31009249320000","Cattaraugus","McCracken Oil & Gas, LLC","24932","00","00","OD","Bradford","AC","Mueller M-20     ","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","285","8","122","2015"
"31013137630000","Chautauqua","Empire Energy E&P LLC","13763","00","00","GD","Lakeshore","AC","Mayville Conserv. 555","Chautauqua","Medina","12","2038","5","0","2015"
"31037196480000","Genesee","United States Gypsum Co.","19648","00","00","GD","Huron Creek","AC","Radziwon 1","Pembroke","Medina","12","2135","0","0","2015"
"31121155690000","Wyoming","GFS Energy, Inc.","15569","00","00","GD","Leicester","AC","Wheeler 1","Perry","Medina","12","1529","0","0","2015"
"31009127540000","Cattaraugus","Case Brothers Inc.","12754","00","00","OD","Bradford","AC","Chipchop No W-33","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","0","10","26","2015"
"31013164530000","Chautauqua","REI-NY, LLC","16453","00","00","GD","Lakeshore","AC","McChesney 1","Gerry","Medina","12","1458","41","0","2015"
"31013117950000","Chautauqua","Empire Energy E&P LLC","11795","00","00","GD","Lakeshore","AC","Weise 366","Chautauqua","Medina","12","2084","0","0","2015"
"31037196620000","Genesee","United States Gypsum Co.","19662","00","00","GD","Huron Creek","AC","Schunk 5","Darien","Medina","12","660","2","0","2015"
"31003128520000","Allegany","Richardson Petroleum Corp.","12852","00","00","OD","Beech Hill-Independence","AC","51 Quintette-Bledsoe","Independence","Fulmer Valley","12","98","4","3","2015"
"31013113210000","Chautauqua","Resource Energy, LLC","11321","00","00","GD","Lakeshore","IN","McGee, G 1","North Harmony","Medina","0","0","0","0","2015"
"31037173350000","Genesee","United States Gypsum Co.","17335","00","00","GD","Huron Creek","AC","Sierk 1","Darien","Medina","12","956","3","0","2015"
"31009657780000","Cattaraugus","Cochran, Alvin L.","65778","00","00","OD","Chipmunk","AC","North Clare 15","Allegany","Chipmunk","12","1","0","15","2015"
"31003679090000","Allegany","Sturdevant, Walter B.","67909","00","00","OD","Richburg","NR","J&R Oil Lot 8 36","Bolivar","Richburg","0","0","0","0","2015"
"31013252700000","Chautauqua","U S Energy Development Corp.","25270","00","00","GD","Lakeshore","AC","D'Angelo 1     ","Hanover","Medina","2","235","22","0","2015"
"31011042160000","Cayuga","Minard Run Oil Co.","04216","00","00","GD","West Auburn","AC","O'Hara 2 (787-2)","Aurelius","Queenston","12","913","0","0","2015"
"31029207500000","Erie","Subsea Oil & Gas, Inc.","20750","00","00","GD","Alden-Lancaster","AC","Owen 1","Newstead","Medina","12","1351","0","0","2015"
"31013118680000","Chautauqua","Empire Energy E&P LLC","11868","00","00","GD","Lakeshore","AC","Marrano 389","Chautauqua","Medina","12","2016","1","0","2015"
"31003679370000","Allegany","Sturdevant, Walter B.","67937","00","00","OD","Richburg","NR","J&R Oil Lot 8 77","Bolivar","Richburg","0","0","0","0","2015"
"31009234470000","Cattaraugus","U S Energy Development Corp.","23447","00","00","GD","Lakeshore","AC","Hill 2","Otto","Medina","5","352","0","0","2015"
"31013153590000","Chautauqua","Empire Energy E&P LLC","15359","00","00","GD","Lakeshore","AC","Barger 2","Ellery","Medina","5","531","0","0","2015"
"31013183210000","Chautauqua","Stedman Energy, Inc.","18321","00","00","GD","Lakeshore","AC","Spier 1","Cherry Creek","Medina","12","1645","50","0","2015"
"31009222270000","Cattaraugus","Case Brothers Inc.","22227","00","00","OD","Chipmunk","AC","Knapp Lease  K-17","Carrollton","Bradford 1st & Chipmunk","12","0","110","416","2015"
"31003639100000","Allegany","Saint John Exploration & Production, Inc.","63910","00","00","GD","Richburg","IN","Trio Farm 69xg","Bolivar","Richburg","0","0","0","0","2015"
"31037138460000","Genesee","United States Gypsum Co.","13846","00","00","GD","Huron Creek","AC","Martin, C. 1","Batavia","Medina","12","461","15","0","2015"
"31013117880000","Chautauqua","20 Bliss Street, Inc.","11788","00","00","GD","Lakeshore","AC","Mooreland Estates 1","Pomfret","Medina","7","296","0","0","2015"
"31037175420000","Genesee","United States Gypsum Co.","17542","00","00","GD","Huron Creek","AC","Lewis 1","Pembroke","Medina","12","736","1","0","2015"
"31009170960000","Cattaraugus","Empire Energy E&P LLC","17096","00","00","GD","Lakeshore","AC","Hershberger, A 1","Conewango","Medina","12","2115","0","0","2015"
"31017264790000","Chenango","Emkey Resources, LLC","26479","00","00","GD","Bradley Brook - Herkimer pool","AC","Davis, TK. 1H     ","Smyrna","Herkimer","12","12417","0","0","2015"
"31003186510000","Allegany","PPP Future Development, Inc.","18651","00","00","GD","Allen","SI","Kozoil 1","Allen","Medina","0","0","0","0","2015"
"31003659640000","Allegany","Harris, Stallone and Young, LLC","65964","00","00","OD","Richburg","IN","Allen 9","Scio","Richburg","0","0","0","0","2015"
"31013197860000","Chautauqua","Empire Energy E&P LLC","19786","00","00","GD","Lakeshore","AC","Hammermill 2","Ellington","Medina","5","230","0","0","2015"
"31003233130000","Allegany","Richardson Petroleum Corp.","23313","00","00","OD","Beech Hill-Independence","AC","Potter 13","Independence","Fulmer Valley","12","201","7","6","2015"
"31009138370000","Cattaraugus","Case Brothers Inc.","13837","00","00","OD","Bradford","AC","Bucher No 09","Carrollton","Chipmunk & Bradford 2nd","12","0","10","44","2015"
"31013167880000","Chautauqua","EnerVest Operating, LLC","16788","00","00","GD","Lakeshore","SI","Nygren Unit 1","Busti","Grimsby","0","0","0","0","2015"
"31013183030000","Chautauqua","Empire Energy E&P LLC","18303","00","00","GD","Lakeshore","AC","Beightol, L 5","Ellington","Medina","12","563","0","0","2015"
"31013137710000","Chautauqua","Empire Energy E&P LLC","13771","00","00","GD","Lakeshore","AC","Meyers 564","Chautauqua","Medina","12","914","0","0","2015"
"31009277360000","Cattaraugus","Snyder Brothers, Inc.","27736","00","00","OD","Bradford","AC","James 107     ","Olean","Chipmunk, Bradford 1st,2nd,3rd","12","448","19","268","2015"
"31013179220000","Chautauqua","Gernatt Asphalt Products, Inc.","17922","00","00","GD","Lakeshore","NR","Elderkin 2","Gerry","Medina","0","0","0","0","2015"
"31003607670000","Allegany","Emerald Oil Company","60767","00","00","OD","Richburg","AC","Pitzrick 6","Wirt","Richburg","6","5","15","0","2015"
"31003639240000","Allegany","Saint John Exploration & Production, Inc.","63924","00","00","IW","Richburg","IN","Trio Farm 49x","Bolivar","Richburg","0","0","0","0","2015"
"31009610530000","Cattaraugus","Uhl, Robert","61053","00","00","OD","Four Mile","AC","Cook 8","Allegany","Bradford","3","0","1","2","2015"
"31013105570000","Chautauqua","Curtis & Son Oil, Inc.","10557","00","00","OD","Busti","AC","Tulen 2","Busti","Glade","12","7","2","8","2015"
"31051175220000","Livingston","Lenape Resources, Inc.","17522","00","00","GD","Uhley Corners-Caledonia","AC","Grant 247","York","Medina","8","32","0","0","2015"
